,hawkish,neutral,dovish
개선/NNG;경기/NNG;회복/NNG,5,5,1
재무/NNG;부담/NNG;해소/NNG,2,0,0
전망/NNG;등급/NNG;상향/NNG,3,1,1
상향/NNG;등급/NNG;상향/NNG,10,10,13
상향/NNG;전망/NNG;상향/NNG,12,6,16
투자/NNG;부담/NNG;감소/NNG,1,0,0
재무/NNG;부담/NNG;개선/NNG,3,0,3
예상/NNG;등급/NNG;하향/NNG,1,1,1
악화/NNG;재무/NNG;부담/NNG,1,0,1
재무/NNG;부담/NNG;증가/NNG,2,3,0
수요/NNG;예상/NNG;강하/VA,1,0,0
상향/NNG;기대/NNG;높/VA,1,0,2
fed/NNG;비둘기/NNG,9,3,10
재무구조/NNG;개선/NNG,32,21,34
수익구조/NNG;개선/NNG,4,1,1
현금흐름/NNG;개선/NNG,5,3,7
환경/NNG;우호적/VAX,4,1,0
환경/NNG;긍정적/VAX,1,0,0
환경/NNG;부정적/VAX,1,2,0
지연/NNG;우호적/VAX,1,0,0
수익성/NNG;개선/NNG,15,13,36
고정비/NNG;부담/NNG,4,1,8
안정성/NNG;저하/NNG,8,2,5
전망/NNG;강세/NNG,13,14,16
투자/NNG;위험/NNG,8,2,3
산업/NNG;위험/NNG,4,6,7
하락/NNG;상승/NNG,19,7,13
수요/NNG;증가/NNG,31,16,29
마진/NNG;개선/NNG,4,2,5
수주/NNG;감소/NNG,6,1,11
실적/NNG;저하/NNG,9,13,19
하방/NNG;압력/NNG,6,4,6
여력/NNG;약화/NNG,10,6,6
상향/NNG;하향/NNG,9,7,5
개선/NNG;추세/NNG,48,29,47
매출/NNG;확대/NNG,2,2,3
전망/NNG;개선/NNG,10,6,7
자금/NNG;확보/NNG,9,7,9
개선/NNG;지연/NNG,3,2,5
이익/NNG;감소/NNG,6,2,7
실적/NNG;방어/NNG,4,0,0
실적/NNG;하락/NNG,2,2,0
실적/NNG;부진/NNG,14,19,21
적자/NNG;확대/NNG,4,4,1
상향/NNG;늘/VV,1,0,0
속도조절/NNG,33,26,63
공모/NNG,353,179,302
종료/NNG,274,172,340
늦/VV,53,46,69
알려/VV,36,34,36
마지막/NNG,156,73,171
양상/NNG,450,287,417
북클로징/NNG,53,16,60
노리/VV,25,9,21
유입/NNG,1175,782,1299
그럼에도/VA,111,97,100
업체/NNG,333,335,450
가파르/VA,219,167,245
되돌/VV,368,271,331
두/VV,274,166,322
갈수록/MAG,118,70,85
레벨/NNG,770,539,700
풍부/NNG,183,160,215
바탕/NNG,564,329,493
활발히/MAG,10,10,13
이루/VV,307,237,365
기여/NNG,97,78,115
우량등급/NNG,302,294,274
힘입/VV,219,128,235
중기물/NNG,55,43,70
당분간/MAG,444,295,491
사업/NNG,371,306,620
기평/NNG,191,114,190
공통/NNG,28,13,40
유통/NNG,630,299,370
대부/NNG,13,3,9
그리/MAG,212,94,165
신종/NNG,63,20,75
이변/NNG,3,6,1
점도표/NNG,97,78,104
비둘기/NNG,145,97,213
해석/NNG,253,159,246
산금채/NNG,213,166,264
중금채/NNG,37,34,57
채여/VV,50,67,57
전채/NNG,103,93,120
빈번/NNG,19,5,20
강도/NNG,259,146,217
배/NNG,532,490,779
평등/NNG,3,3,1
급변/NNG,22,19,35
동업/NNG,1,2,7
체수/NNG,1,2,3
개/NNG,39,27,58
보증채/NNG,3,1,6
투자등급/NNG,173,218,252
정유/NNG,252,113,147
우호적/VAX,621,343,514
해운/NNG,190,151,189
할부/NNG,7,19,26
리스산업/NNG,1,0,0
예측/NNG,149,143,185
주류/NNG,22,11,24
외식/NNG,8,10,3
부동산신탁/NNG,3,1,3
상이/NNG,35,5,27
운송/NNG,386,159,224
부여/NNG,106,63,130
나신/VV,46,22,27
위험등급/NNG,1,0,0
중립/NNG,439,256,403
리스/NNG,26,46,57
전문/NNG,429,639,438
해상운송/NNG,18,13,18
과점/NNG,6,7,11
양호/NNG,673,462,715
업황/NNG,92,56,127
축적/NNG,7,12,13
완충/NNG,51,70,62
우수/NNG,122,132,133
마진/NNG,65,38,83
저하/NNG,295,278,351
구조조정/NNG,582,590,686
노력/NNG,208,181,287
하방/NNG,355,278,431
영업손실/NNG,22,12,19
적자/NNG,373,257,455
현실화/NNG,162,86,199
소매유통업/NNG,2,0,0
강화/NNG,1385,886,1307
미진/NNG,13,3,12
재무구조/NNG,173,99,216
투자수익률/NNG,127,103,71
표시/NNG,465,262,489
일자/NNG,354,265,403
주력/NNG,69,48,95
현금/NNG,197,114,184
창출/NNG,60,57,119
기초/NNG,336,157,214
추세/NNG,928,622,931
현금창출력/NNG,26,14,26
과중/NNG,31,14,35
채무조정/NNG,49,15,43
유동성/NNG,1314,937,1656
원가/NNG,52,40,58
절감/NNG,33,60,44
수익구조/NNG,24,4,17
차환/NNG,434,350,398
유상증자/NNG,87,54,76
시장지위/NNG,23,21,18
영업이익/NNG,271,145,361
fcf/NNG,21,12,29
경감/NNG,46,48,59
지원/NNG,667,604,982
수위/NNG,26,14,15
경쟁력/NNG,108,75,135
심화/NNG,404,233,462
그룹/NNG,563,370,542
신용위험/NNG,252,166,320
물류/NNG,27,37,40
포트폴리오/NNG,243,224,302
연대보증/NNG,28,13,23
화토/NNG,17,9,9
원재료/NNG,11,5,13
계열/NNG,106,104,199
품목/NNG,78,40,47
이익/NNG,327,186,349
군/NNG,23,26,52
방어/NNG,117,118,171
매우/MAG,509,389,529
현금흐름/NNG,39,45,83
재무레버리지/NNG,6,2,2
악화/NNG,647,454,846
유치/NNG,18,21,45
임차료/NNG,1,3,1
분할/NNG,17,28,45
유효/NNG,492,305,447
fed/NNG;ff/NNG;목표/NNG;금리/NNG;인상/NNG,1,0,0
금리/NNG;인상/NNG;보유자산/NNG;축소/NNG,2,0,0
통화정책/NNG;결정/NNG;금리/NNG;인상/NNG,1,0,0
금리/NNG;인상/NNG;전망/NNG;인상/NNG,2,0,0
물가/NNG;경로/NNG;불확실성/NNG,2,0,0
기대/NNG;인플레이션/NNG;낮/VA,4,1,2
fed/NNG;금리/NNG;인상/NNG,55,39,76
경제/NNG;활동/NNG;견조/NNG,1,0,0
지출/NNG;완만/NNG;증가/NNG,2,0,0
전망/NNG;유지/NNG;성장/NNG,1,0,0
인플레이션/NNG;불확실성/NNG,3,1,0
고용시장/NNG;개선/NNG,11,8,19
fed/NNG;성장/NNG,1,2,2
전망/NNG;상향/NNG,19,9,29
견조/NNG;성장/NNG,4,10,10
투자/NNG;개선/NNG,3,4,3
기대/NNG;확대/NNG,9,7,2
ff/NNG,98,84,89
보유자산/NNG,46,21,52
인플레이션/NNG,2045,1099,1253
결국/MAG,723,510,688
고용시장/NNG,155,117,147
활동/NNG,228,153,264
하회/NNG,518,277,480
도표/NNG,6,7,8
결정내용/NNG,5,1,4
순응/NNG,10,11,4
촉진/NNG,34,43,52
상하/NNG,23,10,20
양방향/NNG,7,5,8
중시/NNG,20,22,27
점진적/VAX,422,256,364
타당/NNG,58,11,35
전개/NNG,133,84,149
당분/NNG,1,7,1
주어진/VV,9,4,7
대차대조표/NNG,79,56,69
달러/NNG,5521,3615,6075
자산/NNG,1829,1510,2316
찬성/NNG,45,41,71
공개/NNG,155,112,186
치를/XSV,18,15,37
고민/NNG,189,90,227
센터/NNG,186,22,147
fed/NNG;시장/NNG;예상/NNG;금리/NNG;인상/NNG,1,2,0
실업률/NNG;하락/NNG;물가/NNG;상승/NNG,1,0,0
fed/NNG;정책/NNG;불확실성/NNG,4,2,2
경제/NNG;성장률/NNG;상향/NNG,8,8,6
fed/NNG;불확실성/NNG;높/VA,1,0,0
둔화/NNG;주가/NNG;하락/NNG,1,0,0
하락/NNG;경기/NNG;둔화/NNG,2,0,3
완만/NNG;속도/NNG;상승/NNG,1,1,0
금리/NNG;상단/NNG;제약/NNG,5,1,3
완화/NNG;금리/NNG;인상/NNG,7,3,9
물가/NNG;목표/NNG;하회/NNG,2,1,2
물가/NNG;예상/NNG;오르/VV,1,0,1
미/NNG;금리/NNG;하락/NNG,33,6,19
낮/VA;인플레이션/NNG;낮/VA,1,0,0
예상/NNG;오르/VV;못하/VX,1,0,1
예상/NNG;벗어나/VV;않/VX,2,2,1
경기/NNG;둔화/NNG;없/VA,1,0,0
금리/NNG;낮/VV;않/VX,1,0,0
채권시장/NNG;인상/NNG,1,0,1
저물가/NNG;저성장/NNG,2,0,1
고용시장/NNG;호조/NNG,2,1,4
gdp/NNG;상향/NNG,3,0,2
상승률/NNG;아니/VCN,2,1,0
정책/NNG;우호적/VAX,1,0,1
fed/NNG;완화/NNG,10,2,9
물가/NNG;하향/NNG,2,5,5
완화정책/NNG;줄/VV,1,0,0
경제/NNG;둔화/NNG,8,4,8
경제/NNG;침체/NNG,6,3,8
실업률/NNG;낮/VV,1,0,0
하락/NNG;없/VA,2,1,4
완화/NNG;줄/VV,4,1,7
물가/NNG;낮/VA,6,7,13
매파/NNG;늘/VV,1,0,1
함의/NNG,19,3,4
구성/NNG,253,156,271
약속/NNG,29,32,46
지킨/VV,4,1,0
할까/XSV,12,6,12
세법/NNG,29,12,46
개정/NNG,83,64,148
단행/NNG,298,177,319
무게/NNG,250,138,286
실리/VV,71,62,101
암시/NNG,14,7,24
둔화/NNG,1884,1245,1827
주가/NNG,1014,573,1236
정상/NNG,106,72,96
궤도/NNG,10,7,14
완화정책/NNG,200,145,281
적절/NNG,418,149,217
언급/NNG,856,654,960
신경/NNG,22,14,34
덜/MAG,54,29,63
쓰/VV,68,23,66
바뀌/VV,165,115,165
대안책/NNG,1,0,0
논의/NNG,254,209,300
활발/NNG,113,64,97
명시적/VAX,12,13,14
저물가/NNG,66,53,125
민감도/NNG,61,27,66
떨어/VV,256,153,258
바뀐다는/VV,2,0,0
임명/NNG,32,17,69
새롭/VA,300,222,364
참여/NNG,181,164,193
성향/NNG,183,119,243
투표/NNG,103,61,225
권한/NNG,40,17,53
매파/NNG,301,196,354
입법화/NNG,8,17,10
금융규제/NNG,53,38,104
추진/NNG,222,175,265
알려졌/VV,35,24,66
대폭/MAG,91,88,128
앞두/VV,699,401,582
경계/NNG,711,365,533
지켰/VV,3,1,1
믿/VV,43,11,17
실제로/MAG,256,114,261
옮겼/VV,1,0,1
이유/NNG,587,449,667
놀래/VV,2,0,0
성공/NNG,505,242,345
퇴임/NNG,6,1,9
정상화/NNG,676,363,539
소기/NNG,7,2,7
틀렸/VV,6,0,2
다/MAG,184,84,244
필립스곡선/NNG,13,2,22
제대로/MAG,47,26,59
작동/NNG,35,19,43
이어져야/VV,1,1,4
심지어/MAG,30,13,20
어느덧/MAG,2,3,0
길/NNG,34,22,47
해외/NNG,1716,1163,2100
도크/NNG,96,73,109
개의/NNG,3,0,4
치/XSV,464,125,493
어떻게/MAG,74,78,79
질문/NNG,62,51,74
답변/NNG,28,26,46
기고문/NNG,4,1,3
저성장/NNG,115,109,142
국면/NNG,488,310,588
타게팅/NNG,3,2,6
대안/NNG,114,109,163
금융위기/NNG,420,410,510
충족/NNG,126,125,174
시켰/XSV,107,59,118
중후반대/NNG,3,0,2
삼/VV,36,30,48
bis/NNG,133,164,129
달라지/VA,8,11,14
나오/VV,360,214,369
변하/VV,73,54,78
임금/NNG,355,380,399
고가/NNG,26,10,19
행태/NNG,19,15,18
자동/NNG,45,27,52
구조적/VAX,130,107,168
고착화/NNG,45,24,34
시켜/XSV,180,114,185
상단/NNG,453,319,415
제약/NNG,372,196,242
꾸준/NNG,125,97,110
빠지/VV,57,60,85
사임/NNG,22,10,34
만료/NNG,20,14,28
거취/NNG,1,0,4
정하/VV,40,39,47
지지/NNG,341,233,427
학문/NNG,2,1,0
배경/NNG,457,366,555
실무/NNG,8,5,5
실질/NNG,647,401,565
경제학/NNG,6,8,38
재직/NNG,7,0,7
마이너스금리/NNG,125,106,315
준칙/NNG,2,3,4
요소/NNG,133,119,186
대신/NNG,121,96,139
이전/NNG,782,522,998
역임/NNG,5,1,8
거론/NNG,58,51,74
저금리정책/NNG,14,13,7
비판/NNG,46,44,59
취해왔/VV,3,0,2
색채/NNG,2,2,1
하/NNG,319,135,196
대기/NNG,144,96,154
공석/NNG,17,10,27
지역/NNG,859,548,1301
직책/NNG,8,3,10
비고/NNG,78,44,72
접근/NNG,293,203,277
달리/MAG,310,172,333
유일/NNG,34,48,54
자본비율/NNG,166,148,113
볼커룰/NNG,14,5,24
자의/NNG,1,2,6
호조/NNG,660,369,657
궤/NNG,6,3,5
움직이/VV,144,94,157
즉시/MAG,11,2,12
졸업/NNG,4,7,17
알려져/VV,23,15,24
플래트닝/NNG,233,194,267
반드시/MAG,45,22,43
침체/NNG,266,155,381
fed/NNG;금리/NNG;인상/NNG;가능성/NNG;작/VA,1,0,0
금리/NNG;인상/NNG;가능성/NNG;작/VA;않/VX,1,0,0
gdp/NNG;성장률/NNG;전망/NNG;상향/NNG,2,3,0
fed/NNG;통화정책/NNG;불확실성/NNG,1,0,3
통화정책/NNG;불확실성/NNG;확대/NNG,1,0,0
통화정책/NNG;불확실성/NNG;우려/NNG,5,0,0
양호/NNG;경기/NNG;모멘텀/NNG,3,0,1
우려/NNG;일시적/VAX,1,2,0
채권분석/NNG,234,140,175
선반영/NNG,211,111,237
특별/NNG,166,104,129
문구/NNG,113,76,152
관측/NNG,20,18,15
일단/MAG,250,172,267
금융시장/NNG,1014,701,1163
법안/NNG,139,63,123
상당부분/NNG,165,98,233
레인지/NNG,332,198,243
상하단/NNG,14,7,6
약간/MAG,63,18,55
해서/XSV,157,109,192
관찰/NNG,74,93,89
모멘텀/NNG,664,473,637
작/VA,279,225,305
일시적/VAX,249,255,376
확률/NNG,168,163,133
제3자/NNG,188,133,173
외부/NNG,385,268,389
부당/NNG,305,225,314
간섭/NNG,301,213,319
분석/NNG,1736,818,946
선택/NNG,627,266,558
지적재산권/NNG,259,75,278
허락/NNG,262,77,276
금리/NNG;인상/NNG;fed/NNG;금리/NNG;인상/NNG,4,1,1
금리/NNG;인상/NNG;반영/NNG;금리/NNG;인상/NNG,1,0,0
금리/NNG;인상/NNG;발표/NNG;하락/NNG,1,0,0
이미/MAG;시장/NNG;금리/NNG;인상/NNG,2,2,2
인상/NNG;장기/NNG;금리/NNG;인상/NNG,1,0,0
금리/NNG;인상/NNG;속도/NNG;둔화/NNG,1,3,1
fed/NNG;경기/NNG;긍정적/VAX,2,1,0
일시적/VAX;금리/NNG;하락/NNG,2,0,0
인플레이션/NNG;기대/NNG;꺾/VV,1,1,0
경제/NNG;전망/NNG;상향/NNG,15,18,16
확실/NNG;금리/NNG;인상/NNG,2,0,0
금리/NNG;상방/NNG;압력/NNG,2,1,1
어떻/VA;금리/NNG;인상/NNG,1,0,0
기대/NNG;꺾/VV;않/VX,1,0,0
판매가격/NNG;견조/NNG,1,0,0
금리/NNG;마이너스/NNG,9,10,14
실업률/NNG;하향/NNG,1,1,5
정책/NNG;인상/NNG,1,0,0
견조/NNG;상승/NNG,4,3,4
어떻/VA,30,19,39
분수령/NNG,7,1,9
뒷받침/NNG,101,59,103
수익률/NNG,1798,1514,2117
인식/NNG,671,355,733
유력/NNG,64,39,53
드/NNG,50,31,124
파악/NNG,91,51,107
중요/NNG,557,460,671
경력/NNG,9,6,39
발언권/NNG,1,0,0
합의안/NNG,14,21,24
도출/NNG,38,46,50
관점/NNG,291,254,349
표결/NNG,27,35,34
전병/NNG,193,169,285
강력매수/NNG,15,4,18
확실/NNG,68,70,70
벌써/MAG,22,4,4
자세/NNG,28,18,28
확장/NNG,167,166,234
그러/NNG,211,49,179
지키/VV,16,8,13
의장직/NNG,3,1,8
수행/NNG,36,34,61
초심자/NNG,1,0,0
한다는/XSV,161,81,152
마크/NNG,4,6,5
뮬/NNG,3,0,0
리/NNG,60,16,73
닉스/NNG,1,2,1
대행/NNG,4,2,12
역시/NNG,10,15,18
참가/NNG,70,19,31
감독/NNG,99,99,141
직/NNG,33,11,29
맡/VV,19,3,17
사퇴/NNG,12,4,26
의사/NNG,32,23,51
공식적/VAX,39,27,40
표명/NNG,75,39,95
또/MAG,253,158,257
강성/NNG,2,0,3
비해/VV,477,290,402
살펴보/VV,161,99,183
대체/NNG,107,76,92
기년/NNG,1,0,0
의하/VV,292,242,340
미약/NNG,98,98,151
그런대로/MAG,6,5,5
근접/NNG,143,104,174
판매가격/NNG,45,27,44
데이터/NNG,258,155,309
일자리/NNG,70,103,87
꾸준히/MAG,257,148,267
찾/VV,234,179,250
꺾/VV,53,43,58
정당/NNG,81,70,112
서서히/MAG,159,91,178
베이비스텝/NNG,7,0,2
명목/NNG,179,254,192
마이너스/NNG,302,211,407
영역/NNG,306,121,250
공화당/NNG,123,93,198
소득세/NNG,41,29,43
법인세/NNG,92,49,63
내리/VV,284,239,376
절충안/NNG,4,1,5
법인대체최소세/NNG,1,0,0
폐지/NNG,90,57,108
합의/NNG,198,229,353
크리스마스/NNG,1,1,4
전후/NNG,153,97,158
기여도/NNG,115,82,114
보통/NNG,34,29,57
진척/NNG,4,2,2
상방/NNG,37,24,38
기재/NNG,196,130,209
작성자/NNG,406,279,455
본인/NNG,256,188,281
돕/VV,267,182,273
제작/NNG,414,172,457
본부/NNG,1767,1651,1540
활용/NNG,387,318,464
바라/VV,459,233,367
유가증권/NNG,299,201,282
시/NNG,573,364,599
저작물/NNG,241,151,244
저작권/NNG,213,143,234
전송/NNG,217,131,225
변형/NNG,244,153,245
추천종목/NNG,314,253,494
배우자/NNG,106,76,118
관련자/NNG,104,76,117
관계/NNG,281,200,325
내구재/NNG,203,114,224
주문/NNG,263,216,291
자본재/NNG,53,102,55
투자/NNG;확대/NNG;차입/NNG;부담/NNG,1,0,0
단기물/NNG;스프레드/NNG;축소/NNG,5,1,6
특수채/NNG;스프레드/NNG;축소/NNG,1,0,0
부정적/VAX;영향/NNG;제한적/VAX,5,1,4
채권/NNG;발행/NNG;제한적/VAX,2,0,0
긍정적/VAX;안정/NNG;상향/NNG,2,2,3
부정적/VAX;등급/NNG;하향/NNG,1,0,1
대외/NNG;신인도/NNG;저하/NNG,2,0,0
매출/NNG;비중/NNG;확대/NNG,1,0,1
차입/NNG;부담/NNG;완화/NNG,2,1,1
장단기스프레드/NNG;축소/NNG,40,17,27
영업현금흐름/NNG;개선/NNG,3,2,1
불확실성/NNG;감소/NNG,9,4,5
제품믹스/NNG;개선/NNG,1,0,3
부정적/VAX;안정/NNG,11,11,5
안정/NNG;긍정적/VAX,21,15,17
은행/NNG;위험/NNG,4,4,11
금리/NNG;하단/NNG,35,24,32
건설/NNG;강세/NNG,5,2,0
업황/NNG;호조/NNG,2,3,7
집/NNG,27,32,25
해외발/NNG,1,0,1
뉴스/NNG,93,85,114
연말효과/NNG,16,3,23
소멸/NNG,121,88,138
채로/NNG,8,1,3
전이/NNG,53,45,77
키/NNG,19,8,19
맞추/VV,126,67,94
중단기/NNG,67,69,70
공히/MAG,47,19,45
동일/NNG,303,286,424
좁혀/VV,27,24,24
역전/NNG,245,196,299
우월/NNG,5,13,13
바젤/NNG,65,59,64
개편안/NNG,4,0,3
확정/NNG,140,64,118
소식/NNG,186,105,190
골자/NNG,9,12,27
주로/MAG,200,120,208
위험가중치/NNG,11,8,52
산정/NNG,22,26,49
업계표준/NNG,1,0,0
분류/NNG,147,122,181
최저/NNG,572,392,575
준수/NNG,22,9,21
비율/NNG,407,360,454
표준/NNG,8,5,22
시도/NNG,188,162,146
보수/NNG,243,206,244
개편/NNG,48,29,41
자본력/NNG,8,4,6
최소한/NNG,32,21,35
권역/NNG,47,45,87
불러일으키/VV,6,1,4
그렇/VA,251,122,217
크/VV,421,289,514
일말/NNG,1,4,2
희망/NNG,75,45,73
전하/VV,75,34,59
할까/VV,4,1,16
이르/VA,62,42,72
당황/NNG,9,2,6
위안/NNG,615,400,589
만회/NNG,24,13,23
분명/MAG,189,79,150
너무/MAG,101,72,124
체력/NNG,18,7,29
달릴/VV,1,0,1
준비/NNG,113,59,125
섹터스프레드/NNG,1,1,0
마감/NNG,1341,730,1244
분위기/NNG,312,189,337
더욱/MAG,658,489,724
아쉽/VA,8,13,5
발행금액/NNG,419,337,444
대상기업/NNG,23,41,21
휴식기/NNG,2,0,0
접어들/VV,115,51,131
비수기/NNG,23,20,9
한산/NNG,32,22,43
발행일/NNG,145,125,118
만기금액/NNG,158,151,128
참여금액/NNG,5,8,4
하단/NNG,407,284,339
시스템/NNG,296,212,277
다수/NNG,93,76,98
고르/VA,26,16,40
웨이/NNG,17,11,13
비전/NNG,37,13,35
전자재료/NNG,2,0,7
고부가/NNG,2,2,5
제품/NNG,107,104,145
인수금융/NNG,2,3,0
조달/NNG,501,450,677
순차입/NNG,55,30,68
ebitda/NNG,141,145,316
경쟁심/NNG,19,13,11
불리/NNG,52,29,66
중장기/NNG,260,208,325
안정화/NNG,113,97,125
상존/NNG,198,150,245
신인도/NNG,14,12,15
원활/NNG,41,31,48
대금/NNG,224,64,272
독점/NNG,8,10,16
토대/NNG,50,39,39
선순환/NNG,53,29,57
자회사/NNG,57,74,107
유출/NNG,476,279,632
지분/NNG,213,222,285
취득/NNG,45,35,29
사업부/NNG,16,6,19
인력/NNG,17,19,26
효율/NNG,28,22,38
제품믹스/NNG,3,0,3
영업현금흐름/NNG,23,14,37
금리/NNG;인하/NNG;조치/NNG;금리/NNG;인하/NNG,1,0,0
금리/NNG;fed/NNG;경계/NNG;상승/NNG,1,0,0
금리/NNG;인하/NNG;속도/NNG;늦/VV,1,0,0
지표/NNG;연방정부/NNG;폐쇄/NNG,2,1,0
국고채/NNG;상승/NNG;하락/NNG,2,1,3
금리/NNG;역사적/VAX;최저/NNG,3,2,2
물가/NNG;상승률/NNG;안정/NNG,3,2,8
안정/NNG;금리/NNG;인상/NNG,2,1,2
금리/NNG;인상/NNG;상승/NNG,3,1,3
금리/NNG;무역/NNG;적자/NNG,1,0,0
무역/NNG;적자/NNG;확대/NNG,3,2,5
채권/NNG;금리/NNG;하락/NNG,53,49,70
인상/NNG;인하/NNG;인상/NNG,5,6,8
변동성/NNG;점차/MAG;크/VV,1,0,0
금리/NNG;인하/NNG;끝/NNG,1,1,1
폐쇄/NNG;불확실성/NNG,3,1,0
경기/NNG;부양/NNG,74,54,103
경기/NNG;개선/NNG,41,32,50
개선/NNG;견실/NNG,1,0,0
금리/NNG;급등/NNG,71,45,85
수출/NNG;증가/NNG,25,11,24
소비/NNG;개선/NNG,17,13,12
투자/NNG;둔화/NNG,3,1,1
물가/NNG;하락/NNG,20,10,18
최저/NNG;인하/NNG,1,0,4
개혁안/NNG,29,35,59
원인/NNG,290,210,349
설명/NNG,170,201,251
그친다는/VV,3,1,1
도입/NNG,432,332,545
등/NNG,29,21,82
전미실물경제협회/NNG,2,0,0
가해질/VV,3,4,4
연동/NNG,130,75,95
가늠/NNG,64,40,64
국책연구기관/NNG,4,0,2
진단/NNG,85,38,88
필요성/NNG,310,190,345
예측가능성/NNG,6,9,17
높/VV,429,336,459
부작용/NNG,99,58,133
부합/NNG,109,62,134
현저/NNG,27,9,12
가량/NNG,609,458,540
절반/NNG,69,71,92
소진/NNG,51,54,71
강세장/NNG,55,28,51
당선/NNG,80,60,98
비교적/VAX,302,182,287
민간/NNG,974,625,859
난다/VV,5,3,5
수치/NNG,238,150,176
난다고/VV,1,0,0
바라보/VV,22,16,39
잠정치/NNG,171,71,173
월별/NNG,149,81,109
움직임/VV,397,211,325
움직임/NNG,352,299,507
선물/NNG,1203,597,1143
매도/NNG,944,553,798
버터플라이/NNG,6,9,14
역사적/VAX,58,50,79
조치/NNG,375,192,422
식료품/NNG,41,54,48
돌아/VV,150,97,181
처리/NNG,105,67,139
공공/NNG,98,65,145
집계/NNG,52,55,79
오/VV,270,156,269
방침/NNG,56,41,52
밖/NNG,286,206,312
헤알/NNG,284,142,279
미시간대/NNG,24,12,18
신뢰지수/NNG,223,122,256
광공업/NNG,263,147,308
생산설비/NNG,16,4,23
선거/NNG,122,100,182
확정치/NNG,87,45,95
심리/NNG,999,681,1040
대외/NNG;fed/NNG;금리/NNG;인상/NNG,1,0,0
금리/NNG;인하/NNG;기대/NNG;약화/NNG,18,24,29
금리/NNG;인하/NNG;금리/NNG;인하/NNG,12,8,13
금융시장/NNG;변동성/NNG;확대/NNG,17,7,12
통화정책/NNG;금리/NNG;인하/NNG,10,4,8
금리/NNG;인하/NNG;안정/NNG,1,0,0
내수/NNG;소비/NNG;확대/NNG,1,1,0
재정/NNG;적자/NNG;축소/NNG,8,6,7
통화정책/NNG;우호적/VAX,1,0,1
대외/NNG;불확실성/NNG,25,18,23
경제/NNG;성장/NNG,23,22,26
물가/NNG;안정/NNG,57,27,66
경제/NNG;개선/NNG,9,11,21
원화/NNG;강세/NNG,34,35,29
기대/NNG;밑돌/VV,1,2,0
실/NNG,26,12,33
직고/NNG,1,0,1
열/VV,247,201,337
이/VV,778,622,1013
선진국/NNG,1085,741,1285
만장일치/NNG,143,168,200
밑돌/VV,39,23,29
더디/VA,119,54,129
개혁의지/NNG,2,5,3
도비/NNG,3,6,8
쉬/NNG,1,1,0
차기/NNG,60,40,72
목표물/NNG,17,14,21
전세계/NNG,89,67,120
대선/NNG,166,117,206
개정안/NNG,30,68,58
시행/NNG,485,451,526
환율/NNG,1925,923,1822
대내외/NNG,568,348,558
차익/NNG,77,70,75
실직/NNG,8,21,6
원화/NNG,576,556,735
원/NNG,468,295,744
결정일/NNG,2,1,4
기준일/NNG,12,7,30
cds/NNG,1507,809,1595
평정/NNG,36,23,30
s&p/NNG,362,299,344
피치/NNG,52,51,67
연도/NNG,76,44,98
채권시장/NNG;외국인/NNG;자금/NNG;이탈/NNG;우려/NNG,1,0,0
fed/NNG;금리/NNG;인상/NNG;사이클/NNG;종료/NNG,1,0,0
금리/NNG;인상/NNG;사이클/NNG;금리/NNG;인상/NNG,1,0,1
국채/NNG;금리/NNG;국채/NNG;금리/NNG;상승/NNG,1,2,0
금리/NNG;인상/NNG;가능성/NNG;그리/MAG;높/VA,1,0,0
국고채/NNG;금리/NNG;상승/NNG;제한적/VAX,1,0,0
단기/NNG;금리/NNG;상승/NNG;제한적/VAX,1,0,0
금리/NNG;fed/NNG;금리/NNG;인상/NNG,4,1,5
금리/NNG;인상기/NNG;금리/NNG;인상/NNG,1,1,2
금리/NNG;단기/NNG;금리/NNG;상승/NNG,3,1,3
단기/NNG;시장/NNG;금리/NNG;상승/NNG,1,1,0
국채/NNG;금리/NNG;상승/NNG;제한/NNG,1,1,1
단기/NNG;국채/NNG;금리/NNG;상승/NNG,1,0,0
인상/NNG;금리/NNG;인상/NNG;그치/VV,1,0,0
금리/NNG;인상/NNG;쉽/VA;않/VX,3,3,5
인플레이션/NNG;목표/NNG;하회/NNG,2,1,4
인플레이션/NNG;목표/NNG;상회/NNG,4,0,1
핵심/NNG;인플레이션/NNG;상승/NNG,3,1,2
금리/NNG;스프레드/NNG;확대/NNG,7,7,7
선진국/NNG;금리/NNG;인상/NNG,3,2,2
대내외/NNG;불확실성/NNG;높/VA,2,0,0
노동/NNG;생산성/NNG;둔화/NNG,2,0,1
유로존/NNG;금리/NNG;인상/NNG,3,1,4
소비/NNG;투자/NNG;활성화/NNG,1,1,0
단기물/NNG;수요/NNG;위축/NNG,2,0,0
금리/NNG;상승/NNG;억제/NNG,4,1,7
외자/NNG;이탈/NNG;위험/NNG,2,0,0
미/NNG;금리갭/NNG;축소/NNG,2,2,2
가계/NNG;부채/NNG;부담/NNG,4,7,11
완만/NNG;금리/NNG;인상/NNG,12,3,7
금리/NNG;스프레드/NNG;넘/VV,1,0,1
금리/NNG;상승/NNG;압박/NNG,1,2,2
단기/NNG;금리/NNG;하회/NNG,1,1,1
소비/NNG;투자/NNG;부진/NNG,2,1,3
소비/NNG;투자/NNG;확대/NNG,1,0,0
회복/NNG;속도/NNG;높/VA,1,0,0
