,hawkish,neutral,dovish
강력/NNG,2736,1395,2973
감정평가/NNG,51,32,65
지사/NNG,431,220,457
토대/NNG,877,437,913
본점/NNG,583,257,609
대출심사/NNG,377,180,411
승인/NNG,2661,1269,2995
정상/NNG,2562,1315,3128
나갔/VV,228,98,291
까다롭/VA,306,169,311
자제/NNG,1183,493,1262
담보대출/NNG,1774,799,1910
권장/NNG,86,52,111
불량/NNG,232,97,247
담보/NNG,2663,1300,3231
대출자/NNG,1371,636,1847
집/NNG,2984,1495,3308
소유/NNG,715,369,864
판단/NNG,14078,6887,14651
물론/MAG,4775,2223,5225
외부/NNG,1340,718,1451
심지어/MAG,354,190,382
재량/NNG,142,51,136
할인/NNG,2238,1008,2061
원금/NNG,2286,1130,2711
사람/NNG,5413,2634,5845
거액/NNG,320,162,401
선뜻/MAG,149,69,159
경제/NNG;작/VV;않/VX;부담/NNG,13,1,8
국제/NNG;유가/NNG;상승/NNG,541,315,579
채산성/NNG;악화/NNG,43,10,40
경제/NNG;걸림돌/NNG,11,7,17
회복/NNG;조짐/NNG,300,97,280
기대/NNG;우려/NNG,69,39,121
심상/NNG;않/VX,252,98,255
들/VV,16331,8210,17314
상회/NNG,2997,1580,2947
中企/NNG,682,272,613
채산성/NNG,406,118,327
악화/NNG,8612,4072,10451
현실화/NNG,1467,779,1909
분석/NNG,22840,11859,24135
나/VV,2729,1307,3061
주로/MAG,3209,1724,3624
두바이유/NNG,387,125,428
조짐/NNG,2859,1205,3064
걸림돌/NNG,971,448,968
생산자/NNG,1830,1081,1786
소비자/NNG,15514,7597,15263
경상/NNG,3754,2017,4528
수지/NNG,4318,2197,5042
민간/NNG,7235,3481,7228
거시/NNG,2587,1489,2807
나서/VV,17892,9487,19252
내놓/VV,10143,5841,11904
진입/NNG,4153,1970,4455
최고가/NNG,859,439,804
갈아치우/VV,207,95,224
국제/NNG,20577,10091,21147
원인/NNG,2932,1425,3058
한파/NNG,448,326,575
투기자금/NNG,149,66,180
유입/NNG,11002,6012,11587
당분간/MAG,7021,3612,7333
유력/NNG,1084,553,1215
오/NNG,152,89,133
본격/NNG,6491,2999,7001
투자계획/NNG,353,74,251
성장률/NNG,20051,11554,22605
결국/MAG,6177,3123,6822
유가상승/NNG,294,87,235
상쇄/NNG,1167,518,1200
산업/NNG,12532,6235,12644
발/NNG,2907,1722,3200
성수기/NNG,214,83,235
겨울철/NNG,112,58,96
지나/VV,1914,907,2019
대체로/MAG,2307,1275,2486
심상/NNG,333,134,356
보국/NNG,28,6,16
상향/NNG,7087,3677,6611
작/VV,1264,661,1316
부담/NNG,22785,11342,22905
작용/NNG,12180,6237,12881
안심/NNG,882,401,1039
사태/NNG,3894,2075,4135
재발/NNG,435,204,501
배제/NNG,2350,1213,2503
움직임/VV,2191,1157,2320
심각/NNG,3249,1415,4003
세계/NNG;경제/NNG;성장/NNG,272,108,262
경제/NNG;성장/NNG;강하/VA,6,8,18
뚜렷이/MAG,82,79,112
일자/NNG,1429,649,1422
표시/NNG,1919,989,1960
이익/NNG,7019,3536,6883
실현/NNG,1594,958,1669
기회/NNG,3462,1751,3804
삼/VV,1589,816,1737
단기간/NNG,1417,702,1346
오버슈팅/NNG,264,144,286
강하/VA,8947,4772,9064
징후/NNG,860,307,776
사이/NNG,5149,2883,5711
직면/NNG,1460,830,1759
내수/NNG,6500,3336,7514
최악/NNG,1857,803,2541
점진적/VAX,3449,2285,3723
침묵/NNG,139,82,144
투자가/NNG,876,350,931
확실/NNG,1689,908,2005
방어벽/NNG,20,13,29
가시/NNG,1605,798,1800
복귀/NNG,1421,511,1237
가늠/NNG,1800,1002,2011
방어/NNG,1903,1149,2034
변화/NNG,9866,5510,10537
비중/NNG,9337,4680,9795
높/VV,9403,5195,9853
지주/NNG,297,180,342
편입/NNG,1631,990,2155
시켰/XSV,2589,1341,2872
앞서/VV,4324,2479,4951
증가율/NNG,5653,2474,5177
고려/NNG,10715,6551,12737
표면적/VAX,141,61,154
싸/VV,318,138,310
비싸/VA,1036,491,1009
밸류에이션/NNG,1796,819,1609
주식시장/NNG,12719,4820,12769
디커플링/NNG,295,156,334
비동조화/NNG,31,20,42
장세/NNG,4783,2695,5243
볼품없/VA,2,1,2
의견/NNG,7438,4008,7949
경제/NNG;지표/NNG;호전/NNG,133,57,78
고용/NNG;지수/NNG;상승/NNG,14,8,18
신규/NNG;고용/NNG;늘/VV,4,1,13
전망/NNG;하향/NNG,238,171,347
예상/NNG;웃돌/VV,525,292,512
유로/NNG,16082,10726,19190
강세/NNG,31152,19299,35182
달러엔/NNG,6213,4561,7512
엔유로/NNG,403,259,486
유로엔/NNG,519,267,490
호가/NNG,2407,1032,2311
실업수당청구/NNG,1248,676,1335
건수/NNG,3257,1889,3556
연율환산/NNG,107,43,104
대폭/MAG,3190,1591,3473
예측/NNG,5082,3036,5815
치/VV,2428,1075,2675
마침/MAG,184,104,217
ecb/NNG,20929,14336,25060
동결/NNG,11832,6147,12565
페더/NNG,23,7,26
크레딧/NNG,1419,812,1688
나라/NNG,3507,1754,4171
믿/VV,1267,585,1422
신규/NNG;실업수당청구/NNG;줄/VV,4,0,1
높/VA;인플레이션/NNG;압력/NNG,28,10,30
유가/NNG;상승/NNG;줄/VV,5,2,7
인플레이션/NNG;급등/NNG,34,10,22
판매가격/NNG;부진/NNG,24,8,37
고용시장/NNG;개선/NNG,202,138,219
인플레이션/NNG;낮/VA,117,71,151
전망/NNG;부담/NNG,29,11,32
공급/NNG;차질/NNG,59,26,60
가격/NNG;하락/NNG,977,483,991
가격/NNG;급락/NNG,205,100,291
거시/NNG;개선/NNG,5,2,7
가격/NNG;떨어/VV,345,174,404
강보합/NNG,1814,1136,1878
성공/NNG,4841,2540,4926
관련주식/NNG,1539,627,1616
매출/NNG,6545,3008,6467
알/NNG,247,154,216
비소/NNG,2,3,4
차질/NNG,1254,536,1133
해결/NNG,3920,2101,4780
조/NNG,2829,1362,3235
오샤/NNG,2,2,4
늦여름/NNG,8,1,5
순이익/NNG,5923,3058,6070
판매가격/NNG,2305,1232,2234
해지/NNG,3923,1916,4072
비용/NNG,7948,3913,8096
절감/NNG,1309,757,1409
파이낸셜/NNG,1565,642,1443
폴/NNG,572,257,648
대형주/NNG,2305,1162,2530
이동/NNG,1724,860,1721
전한/VV,131,89,183
영역/NNG,1247,700,1138
넣/VV,904,494,991
움직이/VV,7859,4902,8780
변수/NNG,6254,3110,6165
선호/NNG,6174,4351,7172
매우/MAG,7990,4121,8956
긴축/NNG,7883,3061,5513
마무리/NNG,2972,1491,3000
가깝/VA,2612,1449,2901
실제로/MAG,3271,1692,3664
장밋빛/NNG,147,76,184
두드러지/VA,763,450,862
고용시장/NNG,2344,1541,2398
맞/VV,6134,3177,6696
잘/MAG,4777,2417,5319
조절/NNG,1673,850,1694
판/NNG,999,541,1187
아고라/NNG,24,10,37
없이/MAG,5367,2842,5987
형국/NNG,437,188,424
바라/VV,480,215,480
이렇게/MAG,1924,941,2392
두렵/VA,141,66,171
반응/NNG,4845,2557,5656
타박/NNG,51,11,51
로스/NNG,94,67,125
의연/NNG,30,9,30
고점/NNG,4107,2390,4502
다가가/VV,92,80,103
저항/NNG,703,374,731
금리/NNG;최대한/MAG;낮/VV,5,4,8
실적발표/NNG;긍정적/VAX,4,2,3
자금사정/NNG;좋/VA,9,4,17
나선다/VV,984,562,1059
최대한/MAG,276,129,298
장기물/NNG,5168,3316,5586
자금사정/NNG,605,247,739
조달/NNG,8851,4359,9864
목적/NNG,2328,1120,2529
측면/NNG,5663,2683,5952
신경/NNG,762,389,843
기울이/VV,434,209,483
월별/NNG,329,161,275
흑자/NNG,3926,2068,4333
긍정적/VAX,9491,5239,10498
평가/NNG,18605,10285,20122
기분/NNG,203,72,230
중단/NNG,4378,1992,4353
마스터/NNG,29,16,51
트러스트/NNG,347,179,352
자산유동화증권/NNG,281,133,357
재개/NNG,2557,1256,2406
경기/NNG;회복/NNG;기대/NNG;찬물/NNG,5,3,9
경기/NNG;회복/NNG;기대/NNG;확산/NNG,37,11,31
국제/NNG;유가/NNG;급등/NNG,247,92,218
채권/NNG;금리/NNG;상승/NNG,711,382,775
유가/NNG;부담/NNG,44,11,51
지수/NNG;방어/NNG,90,45,104
물량/NNG;부담/NNG,191,106,190
심리/NNG;위축/NNG,253,125,262
달러원/NNG;오르/VV,220,115,258
가격/NNG;내리/VV,223,114,227
무시/NNG,830,431,853
심상찮/VA,70,22,71
서서히/MAG,2724,1247,2900
민감/NNG,2610,1377,2818
기운/NNG,113,39,100
번지/VV,232,116,266
찬물/NNG,384,170,367
끼얹/VV,354,162,340
어쩔/VV,226,106,313
거래일/NNG,12334,8713,14258
모처럼/MAG,462,196,483
테마주/NNG,451,225,515
기지개/NNG,150,70,129
피/VV,490,257,587
시가총액상위종목/NNG,1131,710,1327
입찰/NNG,7800,5105,8692
물량/NNG,8725,4833,8513
불거지/VV,1606,941,1772
내림/NNG,1856,889,1952
달째/NNG,569,261,584
재정/NNG,10777,6158,11814
부가/NNG,281,146,364
특별/NNG,3608,2043,3602
팽팽히/MAG,131,47,130
맞물리/VV,1364,760,1473
좁/VA,1155,636,1196
박스권/NNG,3661,2233,3896
지루/NNG,267,88,200
거래소/NNG,1595,698,1647
혼조/NNG,3281,1995,3573
양상/NNG,3614,1582,3518
장/NNG,15303,9059,16733
주도/NNG,5632,2510,5635
숨죽이/VV,25,14,25
오랜만/NNG,333,148,310
핵심/NNG,3870,2049,3940
정보기술/NNG,822,314,692
재정증권/NNG,273,192,298
위축/NNG,7525,3571,8480
노리/VV,988,541,1127
공매도/NNG,311,228,345
알려졌/VV,2413,1386,2997
복병/NNG,203,101,203
등장/NNG,1521,777,1686
달러원/NNG,9683,6193,10324
일중/NNG,170,112,247
반/NNG,4017,2202,4482
채권/NNG;발행/NNG;증가/NNG,16,9,17
위험/NNG;선호/NNG,216,130,256
공급/NNG;증가/NNG,101,47,99
수요/NNG;크/VV,44,26,51
하이일드/NNG,1291,709,1459
부적격/NNG,110,70,103
급감/NNG,1836,860,2299
깐깐/NNG,106,45,121
회계/NNG,688,327,793
개혁/NNG,4423,2493,5241
법안/NNG,1955,980,2537
샤/NNG,84,34,94
베인/VV,23,4,20
몫/NNG,625,292,608
들어서/VV,1323,688,1546
계속/MAG,7684,3856,7972
저조/NNG,1241,670,1253
법/NNG,3361,1629,3788
시행/NNG,7100,4133,7779
엄격/NNG,519,273,511
주원인/NNG,64,34,76
책임/NNG,2122,1060,2528
팽배/NNG,372,152,430
나기/NNG,65,37,75
가급적/VAX,224,103,238
투자은행/NNG,2030,1031,2277
뱅커/NNG,57,26,41
종전/NNG,2617,1330,2912
완전/NNG,647,285,619
추정실적/NNG,8,3,4
제시/NNG,7897,4329,8742
하/NNG,462,233,483
수치/NNG,3541,1781,3941
기다리/VV,1685,962,2015
여전히/MAG,12986,6573,13104
다수/NNG,1221,728,1387
스프레드/NNG,6068,3474,6704
좁혀졌/VV,340,134,285
목/NNG,1268,904,1518
매/VV,114,48,135
부동산/NNG;가격/NNG;하락/NNG;압력/NNG,1,2,3
물가/NNG;상승/NNG;압력/NNG;높/VV,23,20,30
부동산/NNG;경기/NNG;냉각/NNG,25,3,15
주택가격/NNG;떨어/VV,56,22,53
부동산/NNG;위험/NNG,12,15,37
집값/NNG;상승/NNG,314,155,330
상승률/NNG;떨어/VV,11,9,18
냉각/NNG;위험/NNG,3,2,4
집값/NNG;오르/VV,164,76,192
집값/NNG;떨어/VV,73,37,105
금리/NNG;오르/VV,3435,1729,3195
전세계/NNG,4733,2369,5771
주택가격/NNG,4598,2062,4485
많이/MAG,7834,4051,8362
집계/NNG,7314,3745,7580
주택시장/NNG,4088,2029,4061
집값/NNG,3295,1491,3400
상승률/NNG,11770,6296,11666
차지/NNG,4838,2575,5183
지켰/VV,185,92,205
꼽혔/VV,594,373,702
무려/MAG,1777,813,1882
각국/NNG,2524,1400,3733
했으며/XSV,4200,2071,4735
국가/NNG,13531,7728,14706
임대/NNG,2025,1017,2285
비율/NNG,4771,2514,5512
날로/MAG,59,28,73
시킨다고/XSV,54,21,56
임대료/NNG,686,344,720
평균치/NNG,398,198,414
산정/NNG,1076,506,1305
냉각/NNG,617,246,596
진단/NNG,11906,7605,13722
최대/NNG;실적/NNG;오르/VV,12,7,16
금리/NNG;상승/NNG,2534,1288,2476
시설/NNG,2070,1071,2377
최대/NNG,16707,8570,17749
현금/NNG,3237,1708,3639
풍부/NNG,1692,816,1864
필요성/NNG,2268,1251,2645
자금부족/NNG,143,49,150
시달리/VV,609,301,713
증권예탁결제원/NNG,41,13,26
발행금액/NNG,236,109,243
비수/NNG,278,176,320
기인/NNG,709,325,708
자산유동화/NNG,134,58,175
무보증사채/NNG,201,46,141
운영자금/NNG,596,300,603
사채/NNG,578,247,660
순/NNG,1358,683,1392
상위/NNG,1405,761,1438
자산/NNG,13804,7954,15211
유동화채권/NNG,24,6,29
빈부/NNG,85,45,66
반증/NNG,171,62,181
부/NNG,5954,3137,6553
모기지/NNG;금리/NNG;최저/NNG,10,5,13
국채/NNG;수익률/NNG;상승/NNG,343,185,425
모기지/NNG;금리/NNG;상승/NNG,178,100,163
프레디맥/NNG,661,211,502
의사/NNG,1236,614,1325
국채/NNG,31956,22490,38933
덩달/VV,363,175,395
고정/NNG;금리/NNG;대출/NNG;늘/VV,28,11,14
금리/NNG;대출/NNG;선호/NNG,6,3,6
기업/NNG;금리/NNG;상승/NNG,8,2,10
은행/NNG;금리/NNG;위험/NNG,6,4,4
금리/NNG;대출/NNG;증가/NNG,4,1,4
채권/NNG;발행/NNG;급증/NNG,11,4,15
고정/NNG;금리/NNG;위험/NNG,0,0,2
대출비중/NNG;감소/NNG,9,1,7
주택담보대출/NNG;늘/VV,78,37,70
금리/NNG;급등/NNG,556,324,721
금리/NNG;선호/NNG,9,9,9
고정/NNG,4206,2070,4523
대조/NNG,526,233,529
우대금리/NNG,1907,1004,1802
특정/NNG,1429,840,1691
대출비중/NNG,546,288,673
비해서/VV,1088,460,1089
고정금리부/NNG,95,47,109
꾸준/NNG,1561,753,1557
완연/NNG,339,156,288
헤지/NNG,2052,1074,1935
기법/NNG,368,123,295
선진/NNG,1228,430,1163
바뀌/VV,4255,2401,4782
대해서/VV,9112,4510,10131
프리미엄/NNG,2406,1199,2426
팀/NNG,2001,1180,2218
이끄/VV,4909,2714,5297
일시적/VAX,3573,2029,3815
이르/VV,5068,2250,5294
입장/NNG,9103,4519,9594
노출/NNG,1026,533,1200
덜하/VA,113,65,125
무게/NNG,2344,1073,2285
옮겨질/VV,15,13,24
기미/NNG,958,408,1005
종결/NNG,439,123,297
포착/NNG,470,258,535
상승국면/NNG,1225,404,966
들려오/VV,54,19,35
편/NNG,78,42,90
재테크/NNG,1401,625,1293
연장/NNG,4057,2373,4861
당장/MAG,3522,1930,4099
걸리/VV,1295,638,1476
흔하/VA,69,37,72
기하/VV,296,136,319
대출/NNG;수요/NNG;늘/VV,21,18,34
주택자금/NNG,172,103,190
공사/NNG,2019,976,2082
출시/NNG,4364,2295,4399
금액/NNG,3197,1527,3408
속/NNG,7065,3785,7507
국고채/NNG;오르/VV;국고채/NNG;오르/VV,72,26,68
통안채/NNG;오르/VV;통안채/NNG;오르/VV,23,10,22
경기/NNG;회복/NNG;가능성/NNG;높/VA,8,1,10
유료뉴스/NNG;시장/NNG;플러스/NNG,259,53,189
국고채/NNG;수익률/NNG;오르/VV,36,18,28
채권시장/NNG;부담/NNG,101,34,84
국고채/NNG;상승/NNG,338,120,309
심리/NNG;안정/NNG,159,79,206
통안채/NNG,5788,3242,6262
싸/VA,1405,633,1417
팔/VV,5110,2779,5394
역효과/NNG,132,74,129
불렀/VV,150,79,158
지적도/NNG,1270,558,1341
몰리/VV,4287,2361,5075
나중/NNG,409,197,439
사들일/VV,151,120,213
말랐/VV,17,6,31
이유/NNG,8975,4980,9881
서비스업/NNG,2790,1372,2959
억눌렀/VV,56,27,42
도/NNG,1021,488,1109
채권시장/NNG,18190,11475,20679
조금/MAG,2059,988,2041
장외시장/NNG,1648,377,1362
장내시장/NNG,532,110,427
손바뀜/NNG,155,56,137
거래대금/NNG,1773,1107,1962
최종호가/NNG,2151,1208,2175
무보증/NNG,795,450,832
자세/NNG,1723,731,1639
시황/NNG,835,306,761
유료뉴스/NNG,299,63,220
플러스/NNG,2493,1228,2455
게재/NNG,417,141,425
지표/NNG;금리/NNG;국고채/NNG;수익률/NNG;오르/VV,31,11,37
국채선물/NNG;저평가/NNG;축소/NNG,4,0,4
회복/NNG;갈/VV;길/NNG;멀/VA,1,2,2
경기/NNG;판단/NNG;어렵/VA,1,1,4
회복/NNG;기대/NNG;크/VV,19,11,13
기대/NNG;회복/NNG,14,15,22
국고채/NNG;높/VA,66,16,61
끝났어도/VV,1,0,2
시도/NNG,3724,2069,4249
펼치/VV,1372,653,1507
국채선물/NNG,15438,10072,16651
만회/NNG,736,375,808
힘/NNG,5383,2814,5718
발휘/NNG,893,461,1207
방향/NNG,12393,6876,13206
갈/VV,2077,1032,2431
길/NNG,1571,758,1789
멀/VA,1126,591,1224
맞서/VV,691,324,729
활동/NNG,4172,2354,4556
흐름/NNG,14335,8481,15685
꼽히/VV,774,442,888
틱/NNG,6998,4678,7957
투신/NNG,1888,774,1859
회복/NNG;기대/NNG;확산/NNG,6,2,3
내수/NNG;회복/NNG,346,146,314
통화/NNG;안정/NNG,66,29,59
aa-등급/NNG,248,145,280
통화/NNG,14419,8894,16529
채권/NNG;금리/NNG;급등/NNG,224,122,306
비용/NNG;부담/NNG,219,99,192
현금/NNG;확보/NNG,108,54,147
불리/NNG,490,251,488
의식/NNG,874,426,907
탓/NNG,3327,2049,3905
등록발행/NNG,18,11,23
유동/NNG,271,175,388
화채/NNG,53,20,44
포함/NNG,8117,4492,9448
발행기업/NNG,87,42,93
가졌/VV,286,151,316
콜/NNG,6626,1272,4094
바짝/MAG,588,254,551
붙/VV,1129,600,1271
종류/NNG,776,442,861
상장기업/NNG,289,152,309
의존/NNG,1253,701,1531
사유/NNG,347,179,380
현황/NNG,1655,750,1675
단위/NNG,2068,961,2007
자료/NNG,3513,1901,4082
금리/NNG;인하/NNG;전망/NNG;약화/NNG,6,3,4
고용/NNG;지표/NNG;개선/NNG,163,114,193
전망/NNG;약화/NNG;강세/NNG,4,2,0
원화/NNG;약세/NNG;제한/NNG,3,4,6
원달러/NNG;상승/NNG,250,160,320
외환시장/NNG,11181,6460,12476
g7/NNG,509,240,742
재무/NNG,2412,1184,2440
논의/NNG,5759,3427,6495
원엔/NNG,803,520,1069
엔달러/NNG,733,414,775
주택담보대출/NNG;금리/NNG;오르/VV,80,29,57
시중/NNG;금리/NNG;상승/NNG,51,37,61
금리/NNG;변동/NNG;위험/NNG,80,33,70
자금/NNG;공급/NNG;늘/VV,12,3,13
금리/NNG;위험/NNG,127,63,136
위험/NNG;회피/NNG,453,265,518
사회공헌활동/NNG,101,42,96
설립/NNG,1930,914,2081
구체적/VAX,2639,1372,3123
자본시장통합법/NNG,147,32,161
업계/NNG,5561,2935,5855
개편/NNG,1549,814,1806
경쟁인수/NNG,1,1,0
합병/NNG,1148,592,1398
m&a/NNG,3617,1453,3198
촉진/NNG,1458,755,1607
윤/NNG,1131,555,1026
증권선물거래소/NNG,182,43,179
상장/NNG,2848,1327,2555
공익/NNG,204,100,176
독점/NNG,253,125,248
주식회사/NNG,137,60,131
속성/NNG,134,62,115
상당부분/NNG,1380,697,1481
접근/NNG,2276,1150,2490
헤지펀드/NNG,1700,941,2008
도입/NNG,6764,3844,7259
관하/VV,1836,1004,1947
공청회/NNG,213,98,227
열/VV,13823,8133,16369
신용카드결제/NNG,77,14,57
거절/NNG,239,126,249
법상/NNG,181,85,291
가맹점/NNG,845,405,749
등록/NNG,1465,700,1513
사례/NNG,2287,1347,2830
결과/NNG,17378,10144,20111
금융감독당국/NNG,522,180,535
건전성/NNG,3861,2223,4555
중시/NNG,433,215,462
위치/NNG,1101,577,1230
경영실태평가/NNG,38,18,37
대부업/NNG,2443,1315,2727
감독/NNG,2583,1294,2724
재원/NNG,1374,799,1699
인력/NNG,1621,816,1728
한계/NNG,2039,1204,2403
직접/MAG,3437,1747,4168
서민/NNG,5514,2547,5802
시중/NNG,3351,1636,3808
전가/NNG,384,157,376
꼴/NNG,281,159,377
충분히/MAG,2434,1214,2602
고지/NNG,410,207,439
회피/NNG,1747,1175,2502
주택저당증권/NNG,266,166,297
pf/NNG,1944,588,1617
서브프라임/NNG,2700,383,1794
유동화/NNG,567,242,674
강조/NNG,13040,7574,14829
ff/NNG;금리선물/NNG;가격/NNG;금리/NNG;인하/NNG,6,0,3
하락/NNG;채권/NNG;가격/NNG;상승/NNG,101,64,112
미/NNG;fed/NNG;금리/NNG;인하/NNG,44,2,66
높/VA;fed/NNG;금리/NNG;인하/NNG,8,0,10
금리/NNG;인하/NNG;가능성/NNG;줄/VV,18,7,14
국채/NNG;수익률/NNG;하락/NNG,224,162,322
인플레이션/NNG;부담/NNG;크/VV,12,3,5
안전자산/NNG;선호/NNG;높/VA,59,27,63
국채/NNG;가격/NNG;상승/NNG,162,132,224
투자/NNG;매력/NNG;감소/NNG,21,3,25
가격/NNG;상승/NNG;크/VV,17,4,13
국채/NNG;선호/NNG,12,10,30
유가/NNG;오르/VV,190,81,168
매출/NNG;늘/VV,171,80,129
타격/NNG;없/VA,27,19,36
돈/NNG;넘/VV,39,21,49
신용위기/NNG,1542,297,1311
여파/NNG,4147,2239,4793
유례없/VA,144,67,264
호조/NNG,9867,5742,9539
안전자산/NNG,4438,3206,5638
겹치/VV,1447,791,1629
미/NNG,29282,16473,31566
진정/NNG,2991,1394,3433
따로/MAG,434,202,487
모은다/VV,136,78,132
고유가/NNG,2197,444,1782
수혜/NNG,1922,952,2113
톡톡히/MAG,169,81,182
대거/MAG,2090,1031,2062
투자수익률/NNG,474,263,494
마땅/NNG,621,361,637
투자처/NNG,843,517,1046
대명사/NNG,61,17,41
실제/NNG,4914,2789,5690
오일머니/NNG,166,44,75
런던/NNG,2070,1275,2747
흐르/VV,811,448,1025
들어간/VV,429,199,478
이러/VV,243,124,259
당연/NNG,575,210,600
투자자문/NNG,216,93,162
오일달러/NNG,43,18,39
고유/NNG,547,380,708
가로/NNG,122,35,122
원유/NNG,6701,3927,7364
추정/NNG,5325,2674,5534
매년/MAG,1318,714,1518
금융시장/NNG,17793,9816,21983
흘러드/VV,11,1,17
달한다고/VV,83,39,94
추산/NNG,989,473,908
무장/NNG,149,86,175
타격/NNG,2798,1429,3271
ff/NNG,4367,2440,4699
금리선물/NNG,1397,827,1429
불확실/NNG,1256,630,1329
우선/MAG,3784,1940,4220
압도/NNG,571,307,585
산유국/NNG,1121,661,1015
페그/NNG,35,22,79
폐지/NNG,1962,1007,1956
연합/NNG,539,348,676
고정환율제/NNG,92,40,84
페그제/NNG,136,68,178
포기/NNG,1190,612,1255
매력/NNG,5057,2322,5046
보수/NNG,2376,1111,2613
폐기/NNG,271,250,346
대안투자/NNG,99,33,91
동반/NNG,3783,1884,3946
추측/NNG,423,238,383
실/VV,1085,569,1080
설상가상/NNG,89,47,105
바닥/NNG,2870,1243,3342
고꾸라졌/VV,36,28,41
실적/NNG;시장/NNG;예상/NNG;상회/NNG,31,30,26
지표/NNG;눈/NNG;띄/VV;개선/NNG,2,6,5
fed/NNG;금리/NNG;인하/NNG,638,121,592
글로벌/NNG;증시/NNG;위험/NNG,5,3,2
위험/NNG;선호/NNG;상승/NNG,4,1,2
실물/NNG;경기/NNG;침체/NNG,15,8,121
고용/NNG;지표/NNG;충격/NNG,18,16,43
신용위기/NNG;불안/NNG,12,3,10
신용경색/NNG;충격/NNG,20,1,10
지수/NNG;고점/NNG,74,30,70
이익/NNG;성장/NNG,101,48,81
점차/MAG,5073,2605,5385
쌀쌀/NNG,20,6,30
후끈/MAG,149,62,139
열기/NNG,538,263,565
뿜어내/VV,1,1,4
미국발/NNG,993,465,1418
불안/NNG,13996,6914,15891
국면/NNG,3297,1494,3722
사뭇/MAG,136,82,117
신용스프레드/NNG,508,224,662
눈/NNG,2765,1357,2859
띄/VV,1130,540,1112
무드/NNG,70,18,69
침체/NNG,8382,3439,11415
논란/NNG,3323,1683,3728
부르/VV,764,333,908
충격/NNG,6855,3802,8165
오류/NNG,246,162,259
코스피/NNG,16000,9169,17692
가로막/VV,249,101,241
장벽/NNG,198,120,156
두께/NNG,24,17,28
얇/VA,242,139,253
부근/NNG,1339,848,1550
기술적/VAX,2169,1015,2232
실적시즌/NNG,1192,555,1176
문턱/NNG,363,226,441
잣대/NNG,257,141,289
챙겨야/VV,67,42,78
단순화/NNG,75,39,62
시켜/XSV,1604,672,1685
항로/NNG,47,34,39
순풍/NNG,56,37,51
업종/NNG,5465,2692,5875
유리/NNG,2173,1058,2126
단서/NNG,313,224,409
형성/NNG,4126,2136,4491
이익조정비율/NNG,33,9,27
밸류/NNG,244,137,273
이익비중/NNG,14,12,24
점검/NNG,3204,1852,3466
추이/NNG,2298,1409,2301
신용경색/NNG,1844,431,2046
벗어나/VV,3449,1760,3824
의미/NNG,7863,4175,8725
중요/NNG,7612,4300,8794
사전/NNG,1807,985,2061
역시/NNG,640,344,625
견조/NNG,2682,1256,2420
우호적/VAX,2368,1352,2386
선택/NNG,3194,1504,3415
순서/NNG,463,195,392
이때/NNG,346,191,424
주목/NNG,11664,6656,12230
상대강도/NNG,67,28,67
일치/NNG,735,394,731
영업이익/NNG,2803,1252,2649
업종별/NNG,2185,1321,2403
컨센서스/NNG,1296,858,1510
구성종목/NNG,265,117,290
학실/NNG,5,9,7
완화/NNG,16417,9360,19359
후행/NNG,246,115,215
대외/NNG;여건/NNG;금리/NNG;인상/NNG,6,1,0
금리/NNG;인상/NNG;여의치/VA;않/VX,4,3,3
글로벌/NNG;통화정책/NNG;완화/NNG,7,9,11
과잉/NNG;유동성/NNG;우려/NNG,28,4,14
유동성/NNG;증가/NNG;둔화/NNG,11,2,3
