,hawkish,neutral,dovish
fed/NNG;보유자산/NNG;축소/NNG,1,0,0
투자자금/NNG;유입/NNG;둔화/NNG,1,1,1
회사채/NNG;시장/NNG;위험/NNG,1,0,0
경제/NNG;지표/NNG;안정/NNG,1,0,0
가계/NNG;부채/NNG;증가/NNG,8,8,7
위험/NNG;선호/NNG;강화/NNG,2,1,0
국제/NNG;유가/NNG;회복/NNG,1,0,0
가격/NNG;상승/NNG;확산/NNG,1,0,0
대출/NNG;증가율/NNG;낮/VA,2,0,0
펀더멘털/NNG;개선/NNG,1,0,0
주택가격/NNG;상승/NNG,11,2,6
정책/NNG;불확실성/NNG,1,0,1
유동성/NNG;위험/NNG,2,2,3
상대방/NNG;위험/NNG,1,0,2
지정학/NNG;위험/NNG,5,3,7
경제/NNG;견인/NNG,1,0,1
주택/NNG;선호/NNG,1,0,0
채권투자/NNG;늘/VV,2,0,1
투자/NNG;확대/NNG,3,0,2
위험/NNG;우려/NNG,1,2,0
금리/NNG;상승/NNG,4,2,9
금융시장/NNG;높/VA,1,0,2
취약/NNG;우려/NNG,1,1,0
자산/NNG;높/VA,1,0,0
투자/NNG;줄/VV,2,1,0
고용/NNG,164,41,141
회복국면/NNG,8,2,5
정점/NNG,5,1,10
향하/VV,1,0,0
물가/NNG,902,213,667
목표/NNG,79,37,124
앞두/VV,14,10,15
입지/NNG,1,1,1
자칫/MAG,14,4,9
지나치/VA,19,10,26
예측/NNG,14,12,20
능력/NNG,16,8,23
체계/NNG,13,8,27
신뢰/NNG,24,22,31
추/VV,3,0,0
사회/NNG,10,6,13
융자/NNG,6,1,6
총액/NNG,9,2,24
견인/NNG,10,1,6
사이클/NNG,22,17,78
기법/NNG,3,0,0
대응/NNG,155,73,270
필요성/NNG,54,18,60
엄밀히/MAG,1,1,2
인구구조/NNG,1,1,1
순환적/VAX,2,0,1
구분/NNG,11,6,18
적정/NNG,35,15,38
속/NNG,26,18,31
임대주택/NNG,2,0,2
고령화/NNG,5,2,7
따/VV,33,13,26
중장/NNG,9,4,10
계층/NNG,9,3,13
배경/NNG,36,19,59
rp/NNG,15,4,45
레버리지/NNG,16,11,23
반해/VV,9,4,8
채권/NNG,107,59,189
순매도/NNG,65,15,60
만약/NNG,5,2,4
상대방/NNG,2,2,4
익일물/NNG,4,0,6
펀드/NNG,31,19,41
국/NNG,35,24,58
자국/NNG,9,15,15
엇갈리/VV,18,6,16
덧붙/VV,1,1,2
내외/NNG,45,37,87
금리갭/NNG,36,40,97
추세/NNG,154,47,124
네트워킹/NNG,1,0,0
편향/NNG,1,2,2
상호/NNG,12,10,29
정상/NNG,27,15,23
논의/NNG,44,30,33
취약차주/NNG,2,0,1
지원/NNG,57,26,101
다/MAG,59,24,71
양한/NNG,2,1,0
제언/NNG,1,0,0
가급적/VAX,8,2,3
많이/MAG,32,34,66
향방/NNG,11,11,17
활동/NNG,56,21,66
중요/NNG,58,37,80
앞서/VV,29,18,29
개방/NNG,13,11,24
자릿수/NNG,6,0,10
액도/NNG,2,0,1
디레버리징/NNG,23,10,53
접/VV,1,0,1
그림자금융/NNG,4,22,31
답/NNG,7,6,17
변하/VV,8,9,22
구조조정/NNG,101,40,89
의도/NNG,8,4,17
비우량/NNG,19,12,34
a등급/NNG,1,0,1
상하/VV,2,0,2
불균형/NNG,28,21,41
비해서/VV,6,5,20
고객/NNG,11,4,8
신용공여/NNG,3,0,10
총부채/NNG,2,1,1
원리금/NNG,16,9,19
조기/NNG,45,6,35
전산/NNG,1,0,0
시스템/NNG,12,12,45
구축/NNG,12,2,17
산정기/NNG,1,0,0
논란/NNG,18,8,14
남/VV,20,10,22
준비/NNG,7,5,15
거치/VV,7,4,5
상한/NNG,19,2,5
관해서/VV,1,0,0
이견/NNG,6,0,6
당/NNG,28,23,85
행도/NNG,4,5,4
적극적/VAX,44,20,95
참여/NNG,15,7,11
보호무역주의/NNG,1,4,1
각/NNG,8,3,13
유가/NNG,175,61,162
이루/VV,39,28,85
흡수력/NNG,4,4,8
인식/NNG,38,21,55
뀌/VV,2,0,0
주택가격/NNG,124,32,61
옮겨갈/VV,1,1,1
인접/NNG,3,0,2
확산/NNG,111,26,97
시가총액비중/NNG,1,0,0
좌우/NNG,6,2,6
완전히/MAG,6,4,7
어렵/VA,131,54,201
물량/NNG,33,9,20
미루/VV,6,1,3
투기/NNG,12,5,25
연기/NNG,4,4,5
출로/NNG,1,0,1
일률적/VAX,5,1,4
행의/NNG,12,9,21
권고/NNG,3,3,3
사항/NNG,44,13,83
금융안정보고서/NNG,4,3,4
명시적/VAX,1,0,2
수록/NNG,1,0,0
검토/NNG,49,17,90
외국인/NNG;증권/NNG;투자자금/NNG;유입/NNG;확대/NNG,4,3,1
외평채/NNG;cds/NNG;프리미엄/NNG;상승/NNG,0,1,0
중소기업/NNG;대출/NNG;증가/NNG;확대/NNG,0,1,1
대출/NNG;건전성/NNG;관리/NNG;강화/NNG,0,1,0
비은행/NNG;가계/NNG;대출/NNG;증가/NNG,0,2,3
추경/NNG;편성/NNG;경기/NNG;회복/NNG,0,1,0
경기/NNG;회복/NNG;기대/NNG;강화/NNG,0,1,0
가계/NNG;대출/NNG;관리/NNG;강화/NNG,0,1,0
은행/NNG;주택담보대출/NNG;증가/NNG,1,3,3
국제/NNG;금융시장/NNG;안정/NNG,3,3,6
국제/NNG;금융시장/NNG;우려/NNG,0,1,0
위험/NNG;지정학/NNG;위험/NNG,0,1,0
극단적/VAX;위험/NNG;회피/NNG,0,1,0
비은행/NNG;대출/NNG;증가/NNG,0,1,0
내외/NNG;금리갭/NNG;축소/NNG,2,7,7
mmf/NNG;자금/NNG;이탈/NNG,0,1,0
실물/NNG;경제/NNG;회복/NNG,6,3,2
금융시장/NNG;우려/NNG;높/VA,0,1,0
경기/NNG;회복/NNG;확대/NNG,0,1,0
금리/NNG;상승/NNG;압력/NNG,0,2,4
개선/NNG;기대/NNG;강화/NNG,0,1,0
매입/NNG;수요/NNG;증가/NNG,1,1,2
주택/NNG;경기/NNG;호조/NNG,0,1,0
미/NNG;금리/NNG;인상/NNG,0,1,0
대출/NNG;수요/NNG;높/VA,0,1,0
기업/NNG;신용위험/NNG,0,1,3
신용위험/NNG;하락/NNG,0,1,0
대내외/NNG;위험/NNG,2,1,1
일시적/VAX;확대/NNG,0,1,0
정치/NNG;위험/NNG,0,2,2
예상/NNG;확대/NNG,2,1,1
잠재/NNG;위험/NNG,2,4,11
수익/NNG;확보/NNG,0,2,1
상승률/NNG;높/VA,0,2,1
대출/NNG;늘/VV,4,1,4
테일리스크/NNG,3,10,9
극단적/VAX,3,1,2
회피/NNG,15,18,60
헤지/NNG,16,8,31
과소/NNG,0,1,1
측정/NNG,1,1,4
못하/VX,67,40,84
청산/NNG,15,2,24
경고/NNG,1,1,1
이해/NNG,14,14,18
주의/NNG,25,6,18
울이/VV,0,1,0
출범/NNG,0,4,7
매매차익/NNG,0,1,0
환차익/NNG,5,4,14
유/NNG,17,7,28
대내외/NNG,39,21,54
외화차입/NNG,44,14,57
계/NNG,10,6,8
중소/NNG,13,3,7
법인/NNG,9,4,6
중반/NNG,59,17,49
생산/NNG,204,50,181
담/NNG,2,2,4
보위/NNG,0,1,0
주/NNG,27,16,40
관행/NNG,6,2,7
한계기업/NNG,22,15,26
관용/NNG,0,3,1
대출동/NNG,0,1,0
추경/NNG,5,6,14
편성/NNG,1,5,4
시켜/XSV,19,5,7
재원/NNG,8,9,3
고용창출/NNG,2,1,3
반/NNG,21,15,28
영/NNG,5,2,6
초과/NNG,10,5,6
세수/NNG,3,2,1
세계/NNG,168,45,226
잉여금/NNG,0,1,0
지점/NNG,43,23,55
역외/NNG,19,3,15
관찰/NNG,2,3,8
나라/NNG,24,12,31
비슷/NNG,61,18,74
외국환은행/NNG,7,1,3
외화자산/NNG,4,7,13
국계/NNG,0,1,1
본점/NNG,5,2,1
차원/NNG,27,22,50
투자회사/NNG,3,3,8
소수/NNG,0,2,3
포트폴리오/NNG,13,11,36
대형주/NNG,0,3,0
상승률/NNG,149,38,147
msci/NNG,3,4,14
per/NNG,2,6,0
코스피/NNG,26,8,21
종목/NNG,0,2,0
이익/NNG,5,7,9
치도/XSV,1,2,0
중소형주/NNG,0,1,0
속한/VV,1,1,2
치가/XSV,3,1,1
동일/NNG,7,6,14
실적치/NNG,1,1,1
나타난다고/VV,1,3,3
보금자리론/NNG,5,7,14
취급비중/NNG,9,3,4
추어/NNG,3,1,1
중산층/NNG,0,2,3
차/NNG,49,15,45
입수/NNG,2,4,8
파악/NNG,40,22,80
능하/VA,0,1,0
풀/VV,1,4,1
하/NNG,26,9,26
특정/NNG,4,7,22
에서/NNG,59,18,34
염두/NNG,7,3,7
대내/NNG,9,8,7
한도/NNG,14,12,48
소진/NNG,2,8,15
경과/NNG,6,2,5
가산/NNG,0,1,1
책정/NNG,1,5,1
월별/NNG,2,3,2
은/NNG,76,15,52
양도/NNG,17,6,15
bis/NNG,9,13,31
자기자본비율/NNG,1,3,15
쳐/VV,1,1,2
상호금융/NNG,2,7,17
선수/NNG,0,2,0
주춤/MAG,30,11,15
외국은행/NNG,1,2,1
철수/NNG,0,3,3
역할/NNG,23,27,51
주력/NNG,10,4,16
진입/NNG,18,12,17
교차/NNG,6,2,4
정체/NNG,9,3,8
매력/NNG,6,6,6
환경/NNG,9,9,14
사업구조/NNG,0,1,0
개편/NNG,4,4,15
수익/NNG,18,13,38
외평채/NNG,4,2,8
주된/VV,7,4,4
제2금융권/NNG,4,5,16
정착/NNG,6,5,10
감독/NNG,13,16,26
재작년/NNG,0,1,0
호조/NNG,163,33,113
대선/NNG,1,9,9
이연/NNG,11,2,7
공감/NNG,3,2,2
한다는/XSV,20,25,28
뜻/NNG,2,1,3
소지/NNG,19,9,22
면밀/NNG,31,25,48
베이시스/NNG,0,2,0
균형/NNG,15,7,17
벗어나/VV,32,11,33
이탈/NNG,14,11,25
심화/NNG,59,32,165
mmf/NNG,43,20,57
금융규제/NNG,6,2,6
차익거래/NNG,16,28,26
환매제한/NNG,0,1,0
프라임/NNG,0,2,0
증액/NNG,0,3,3
한층/MAG,25,4,36
저소득층/NNG,9,2,12
출자/NNG,0,1,2
글로벌/NNG;시장/NNG;금리/NNG;상승/NNG,0,2,0
글로벌/NNG;경기/NNG;회복/NNG;강화/NNG,0,1,0
은행/NNG;거래/NNG;상대방/NNG;위험/NNG,0,1,0
가계/NNG;대출/NNG;금리/NNG;상승/NNG,0,1,1
가계/NNG;부채/NNG;상환/NNG;부담/NNG,0,1,1
가계/NNG;부채/NNG;문제/NNG;심각/NNG,1,2,1
해외/NNG;증권/NNG;투자/NNG;증가/NNG,0,1,2
fed/NNG;재투자/NNG;축소/NNG,0,1,1
위험/NNG;프리미엄/NNG;상승/NNG,1,1,1
가계/NNG;부채비율/NNG;상승/NNG,0,1,0
단기물/NNG;투자/NNG;증가/NNG,0,1,0
가격/NNG;변동성/NNG;확대/NNG,2,1,0
금리/NNG;변동성/NNG;확대/NNG,4,1,2
무역/NNG;불균형/NNG;해소/NNG,0,1,0
가처분/NNG;소득/NNG;감소/NNG,0,1,0
가처분/NNG;소득/NNG;증가/NNG,0,1,1
세계/NNG;경기/NNG;회복/NNG,5,1,4
금리/NNG;상승/NNG;과도/NNG,0,1,1
국채/NNG;금리/NNG;하락/NNG,3,2,1
높/VA;잠재/NNG;위험/NNG,0,1,0
기간프리미엄/NNG;상승/NNG,0,1,0
금리/NNG;오르/VV;않/VX,1,2,0
스왑레이트/NNG;하락/NNG,1,3,1
금융시장/NNG;불안/NNG,1,2,4
거시/NNG;금융안정/NNG,0,1,4
외환시장/NNG;안정/NNG,5,7,8
금리/NNG;인상/NNG,4,2,6
지수/NNG;하락/NNG,2,1,0
대외/NNG;충격/NNG,6,5,10
금리/NNG;증가/NNG,0,1,0
차주/NNG;위험/NNG,0,1,0
불안정성/NNG;높/VA,0,1,3
경제/NNG;양호/NNG,0,1,1
다양/NNG;위험/NNG,0,2,3
공급/NNG;억제/NNG,0,1,0
부채비율/NNG;높/VA,1,1,0
공급/NNG;감소/NNG,0,2,0
투자/NNG;제약/NNG,1,1,1
비용/NNG;부담/NNG,0,2,2
차환/NNG;어렵/VA,0,1,2
지수/NNG;높/VA,0,1,0
낮/VA;위험/NNG,0,1,0
공급/NNG;줄/VV,1,3,0
높/VA;한계/NNG,1,1,0
의사록/NNG,1,2,1
도래/NNG,52,15,34
보유/NNG,50,23,80
재투자/NNG,1,9,21
시사/NNG,14,8,20
대다수/NNG,9,2,2
투명/NNG,6,14,9
이루어진다면/VV,1,1,4
정책수단/NNG,13,17,49
과소평가/NNG,3,5,1
지수/NNG,101,29,59
왜도/NNG,0,1,0
누적/NNG,6,8,20
채권자금/NNG,12,14,37
단기화/NNG,22,4,38
주식자금/NNG,9,8,14
반전/NNG,61,15,37
깊/VA,10,10,20
록/NNG,12,5,11
스왑레이트/NNG,41,19,38
환위험/NNG,8,3,16
불거지/VV,1,2,4
강구/NNG,36,28,60
통/NNG,5,6,3
조절/NNG,26,12,15
기능/NNG,14,15,32
과도/NNG,52,18,79
적절히/MAG,13,8,12
권역/NNG,0,3,1
금리체계/NNG,1,2,1
유연/NNG,9,6,9
담보/NNG,15,9,27
보증비율/NNG,1,2,2
하향/NNG,63,26,142
업체/NNG,35,10,35
채무재조정/NNG,1,5,1
cp/NNG,62,12,88
정/NNG,18,2,14
유동화채권/NNG,0,1,0
환매/NNG,26,9,36
요구/NNG,17,6,17
시장안정화조치/NNG,7,4,15
힘입/VV,102,16,94
심/NNG,10,3,15
사드/NNG,0,1,0
배치/NNG,0,1,0
제재/NNG,0,3,7
대응책/NNG,13,4,18
만전/NNG,2,2,4
임박/NNG,0,1,0
합의/NNG,15,7,17
반복/NNG,7,5,20
입장/NNG,33,17,53
설득력/NNG,2,1,2
시장원리/NNG,4,4,3
수용/NNG,3,2,3
불가피성/NNG,1,1,0
소규모/NNG,9,3,7
개방경제/NNG,5,3,6
외환보유액/NNG,83,24,101
불가능/NNG,1,3,2
피하/VV,1,3,2
적극/NNG,19,8,43
시킴/XSV,5,3,4
공감대/NNG,0,1,4
이끄/VV,0,3,5
사실/NNG,32,11,34
강도/NNG,5,4,9
이르/VA,4,4,6
부담/NNG,98,47,105
가중/NNG,10,9,12
피한/VV,0,1,0
심각/NNG,17,7,18
정확/MAG,2,6,11
수요자/NNG,2,2,4
불만/NNG,0,1,0
부작용/NNG,39,9,57
관점/NNG,10,5,27
재조명/NNG,0,1,0
으/NNG,12,7,16
특유/NNG,0,1,0
신중/NNG,14,8,23
기하/VV,8,4,8
자영업자/NNG,6,3,19
매우/MAG,99,38,141
사업자금/NNG,3,5,2
임대차/NNG,0,1,0
노년층/NNG,1,1,0
납입금/NNG,1,2,0
수령액/NNG,0,1,0
감소/NNG,443,129,522
한/NNG,8,3,5
배당성향/NNG,0,1,0
주주/NNG,0,2,0
사회안전망/NNG,2,1,0
생계/NNG,0,3,1
정밀/NNG,0,1,3
검증/NNG,1,2,3
덧붙인/VV,0,1,0
합당/NNG,0,1,1
목적/NNG,20,9,19
직접/MAG,20,17,17
외화유동성비율/NNG,0,1,3
기본/NNG,19,25,41
조달비중/NNG,1,2,1
여한/NNG,0,1,0
보강/NNG,4,2,6
약정/NNG,3,1,2
바뀌/VV,20,10,15
연계/NNG,22,15,50
원활히/MAG,6,6,15
작동/NNG,15,14,30
경쟁/NNG,28,7,24
심하/VA,2,2,6
상이/NNG,5,6,9
불가피/NNG,11,5,19
서민/NNG,18,7,28
접근성/NNG,0,2,4
훨씬/MAG,9,7,11
친화/NNG,4,2,8
충당금/NNG,2,1,3
적립/NNG,3,4,10
간접규제/NNG,0,3,0
요는/MAG,0,1,0
전번/NNG,1,1,0
자격/NNG,0,4,1
의료보험/NNG,0,1,1
궁극적/VAX,3,2,6
절연/NNG,0,1,0
금융상황/NNG,8,4,14
꾸준히/MAG,71,15,36
는/VV,75,20,73
단기성/NNG,2,2,8
성격/NNG,10,9,25
세심히/MAG,0,1,1
자율적/VAX,3,1,7
공개/NNG,6,6,6
된다면서/XSV,4,4,5
맞춤/NNG,0,2,6
일관/NNG,14,5,7
나타낼지/VV,0,2,0
이어서/MAG,5,5,6
흑자국/NNG,1,1,2
자본수출국/NNG,0,1,0
비용/NNG,65,24,73
견/NNG,9,7,15
외국/NNG,15,19,27
대신/NNG,8,3,10
국제화/NNG,14,10,26
제안/NNG,29,13,54
직/NNG,7,5,13
자료/NNG,25,13,38
제출/NNG,5,3,9
검사/NNG,4,5,5
의거/NNG,5,4,9
실정/NNG,8,5,10
출수/NNG,1,1,0
옮겨오/VV,0,1,0
마련/NNG,54,19,93
타게팅/NNG,0,2,1
참조/NNG,4,3,6
각국/NNG,15,7,34
이자/NNG,5,2,17
수행/NNG,25,12,26
좋/VA,76,27,85
경제/NNG;성장률/NNG;잠재/NNG;성장률/NNG;상회/NNG,0,0,1
불확실성/NNG;fed/NNG;금리/NNG;인상/NNG,0,0,1
외환시장/NNG;경상/NNG;수지/NNG;흑자/NNG,0,0,2
국고채/NNG;금리/NNG;상승/NNG;압력/NNG,0,1,1
fed/NNG;금리/NNG;인상/NNG;가속/NNG,0,0,1
금리/NNG;상승/NNG;압력/NNG;높/VA,0,0,1
원달러/NNG;변동성/NNG;확대/NNG,2,0,1
은행/NNG;대출심사/NNG;강화/NNG,1,0,1
글로벌/NNG;경기/NNG;회복/NNG,6,3,5
대출/NNG;금리갭/NNG;축소/NNG,0,0,1
자산/NNG;건전성/NNG;악화/NNG,2,0,4
금리/NNG;인상/NNG;지연/NNG,1,1,5
금리/NNG;인상/NNG;상승/NNG,3,0,1
경기/NNG;미약/NNG;회복/NNG,0,0,1
수요/NNG;금리/NNG;인상/NNG,0,0,1
대외/NNG;충격/NNG;흡수/NNG,0,0,2
집단/NNG;대출/NNG;증가/NNG,6,1,2
주택/NNG;경기/NNG;하락/NNG,0,1,1
여신/NNG;금리/NNG;상승/NNG,3,1,3
소폭/MAG;증가/NNG;그치/VV,5,2,6
은행/NNG;수익/NNG;늘/VV,0,0,1
수익/NNG;전망/NNG;밝/VA,0,0,1
어렵/VA;지지/NNG;않/VX,1,0,1
전망/NNG;밝/VA;않/VX,0,0,1
레버리지/NNG;확대/NNG,1,1,2
투자심리/NNG;호전/NNG,1,0,2
신용위험/NNG;상승/NNG,0,1,2
달리/MAG;불확실성/NNG,0,0,1
재투자/NNG;축소/NNG,0,0,1
부동산/NNG;우려/NNG,1,0,1
양적완화/NNG;늘/VV,0,0,1
높/VA;불확실성/NNG,2,0,5
위험/NNG;선호/NNG,4,0,8
재정/NNG;불안/NNG,0,1,1
외환시장/NNG;높/VA,0,0,2
경제/NNG;취약/NNG,3,3,6
예상/NNG;축소/NNG,0,0,1
신용위험/NNG;높/VA,3,0,4
대출/NNG;위험/NNG,1,1,3
금리/NNG;상향/NNG,1,0,1
불확실성/NNG;높/VA,12,2,9
저하/NNG;우려/NNG,1,0,1
유동성/NNG;낮/VA,0,1,2
금리/NNG;오르/VV,3,2,6
예상/NNG;밑돌/VV,0,0,1
높/VA;우려/NNG,0,0,3
정책/NNG;높/VA,0,0,1
원화/NNG;높/VA,0,0,1
전망/NNG;줄/VV,0,0,1
실업률/NNG,40,11,41
자연실업률/NNG,0,0,1
도달/NNG,4,1,11
pcepi/NNG,0,1,1
재정정책/NNG,14,8,28
눌리/VV,0,0,1
가세/NNG,20,10,33
중간/NNG,2,1,4
편차/NNG,0,2,3
미약/NNG,17,1,29
리가/NNG,8,2,10
반대/NNG,17,4,28
되돌림현상/NNG,1,0,1
사람/NNG,1,0,3
실제로/MAG,7,8,21
가속/NNG,15,6,16
살펴봐/VV,3,0,6
가깝/VA,6,7,8
시사점/NNG,3,2,10
거래비용/NNG,0,0,3
자연/NNG,5,4,8
받아들이/VV,3,0,2
힘쓸/VV,0,0,2
경쟁력/NNG,16,10,26
흡수/NNG,19,10,16
치/NNG,2,1,6
강조/NNG,22,26,52
환율정책/NNG,9,8,3
감시/NNG,1,0,2
형태/NNG,13,6,23
오해/NNG,3,1,10
연속/NNG,76,18,74
규승/NNG,0,0,1
보합/NNG,8,1,17
본격/NNG,52,7,42
신용협동기구/NNG,4,11,10
농/NNG,0,0,1
수협/NNG,0,0,1
새마을금고/NNG,3,1,8
더욱/MAG,112,37,124
각도/NNG,0,0,1
기조적/VAX,9,2,11
속단/NNG,5,0,1
다가오/VV,0,0,4
상호저축은행/NNG,2,0,4
근거/NNG,11,10,16
정부대책/NNG,5,2,2
자생적/VAX,19,4,8
복원/NNG,2,2,3
력/NNG,10,5,20
분/VV,5,0,5
실질/NNG,82,23,57
대출심사/NNG,2,2,6
규/NNG,15,6,25
량/NNG,3,0,4
우량/NNG,10,6,23
전이/NNG,7,6,15
물/NNG,64,14,69
우량기업/NNG,14,3,15
지지/NNG,14,5,11
책임/NNG,3,5,6
언/VV,6,5,7
급하/VA,5,2,6
유형/NNG,1,1,4
지방/NNG,29,5,25
재건축/NNG,5,1,6
동의/NNG,9,8,24
금년도/NNG,5,2,12
탄력/NNG,9,4,12
상향/NNG,46,13,43
제한/NNG,33,17,40
주택분양/NNG,0,0,2
기착/NNG,0,0,1
공물/NNG,0,0,1
선행/NNG,94,26,58
활용도/NNG,2,0,3
떨어/VV,25,13,42
재/NNG,3,1,4
가늠/NNG,1,0,12
취소/NNG,1,0,1
엔/NNG,94,77,208
호주달러/NNG,0,0,1
근접/NNG,9,5,20
반드시/MAG,6,1,4
여길/VV,0,1,2
나타/NNG,9,5,26
내/VV,4,3,23
모색/NNG,11,3,20
교역촉진법/NNG,0,0,1
위안/NNG,87,65,75
절상/NNG,83,56,98
해지/NNG,44,12,65
양극화/NNG,10,4,11
합리/NNG,0,1,8
옮겨감/VV,0,0,1
만일/MAG,1,6,11
고령/NNG,2,1,9
다중채무자/NNG,9,1,4
세분화/NNG,2,0,3
급격/MAG,23,8,38
입주/NNG,20,2,9
거부/NNG,2,0,1
일반은행/NNG,0,0,6
밝/VA,1,1,5
소비자/NNG,217,57,188
늘/MAG,7,10,16
날/VV,2,2,1
그치/VV,58,14,52
밑돌/VV,1,2,9
세밀히/MAG,3,3,6
페더럴펀드/NNG,2,2,1
선물/NNG,7,3,14
확률/NNG,3,2,6
주목/NNG,24,9,33
무관/NNG,5,3,3
원화/NNG;환율/NNG;변동성/NNG;확대/NNG,2,0,0
경제/NNG;여건/NNG;금리/NNG;인상/NNG,1,0,0
은행/NNG;가계/NNG;대출/NNG;확대/NNG,1,0,0
금리/NNG;상승/NNG;압력/NNG;증대/NNG,2,0,0
물가/NNG;상승/NNG;압력/NNG;높/VA,4,1,1
기업/NNG;신용등급/NNG;하락/NNG,1,0,0
신용등급/NNG;하락/NNG;압력/NNG,1,0,0
임금/NNG;상승률/NNG;확대/NNG,1,0,0
소비/NNG;투자/NNG;부정적/VAX,1,0,0
신흥국/NNG;금리/NNG;인상/NNG,1,1,1
재정/NNG;지출/NNG;확대/NNG,4,0,6
심리/NNG;지지선/NNG;무너/VV,1,0,0
대출/NNG;소폭/MAG;증가/NNG,1,0,1
기업/NNG;대출/NNG;증가/NNG,4,1,1
대출/NNG;금리/NNG;하락/NNG,4,1,3
가계/NNG;대출/NNG;증가/NNG,5,4,13
연체율/NNG;매우/MAG;낮/VA,1,0,0
하락/NNG;압력/NNG;높/VA,2,0,1
가계/NNG;대출/NNG;늘/VV,1,1,4
대출태도/NNG;강화/NNG,4,2,2
투자심리/NNG;위축/NNG,1,1,6
유동성/NNG;흡수/NNG,2,0,0
금리갭/NNG;확대/NNG,2,2,3
경제/NNG;회복/NNG,4,1,2
자본/NNG;통제/NNG,1,0,3
경기/NNG;둔화/NNG,2,2,2
대출/NNG;정체/NNG,1,0,0
대출/NNG;우려/NNG,2,0,0
대출/NNG;부실/NNG,4,5,3
수익/NNG;약화/NNG,1,0,0
변동성/NNG;높/VA,4,1,1
변동성/NNG;높/VV,2,1,1
수익성/NNG;높/VA,1,0,1
예상/NNG;늘/VV,1,0,1
지출/NNG,32,8,26
르/NNG,4,0,6
여파/NNG,5,2,9
신축/NNG,5,3,5
저지/NNG,3,0,0
개입/NNG,16,11,10
통제/NNG,5,4,12
당선자/NNG,1,1,0
거두/VV,1,2,0
혼란/NNG,3,0,9
읽히/VV,1,0,0
높/VV,36,14,46
의식/NNG,1,2,1
인위적/VAX,4,2,4
반발/NNG,1,0,0
절하/NNG,53,29,95
방치/NNG,1,0,0
불안정/NNG,21,8,32
나타낸다면/VV,1,0,0
움직임/VV,24,9,17
급등/NNG,107,32,93
면/NNG,58,21,66
밀/VV,2,0,3
범위/NNG,26,9,35
지지선/NNG,1,0,1
무너/VV,3,0,3
경제정책/NNG,5,1,7
현안/NNG,10,7,7
예상밖/NNG,2,1,5
대출태도/NNG,24,12,34
대기업/NNG,70,13,84
집중/NNG,28,10,38
정책금융/NNG,5,2,2
양적/VAX,6,5,16
옮기/VV,1,2,7
수익성/NNG,31,21,68
배분/NNG,3,4,8
합리적/VAX,2,4,4
통/MAG,14,0,7
조정위험/NNG,1,0,0
선제/NNG,45,10,41
부실/NNG,78,21,92
공실률/NNG,1,0,0
구성/NNG,12,12,29
감내/NNG,5,6,16
편중위험/NNG,1,0,0
엄격히/MAG,1,1,1
저성장/NNG,4,3,22
저물가/NNG,3,0,5
통상/NNG,5,4,20
우상향/NNG,1,0,0
시중/NNG,78,12,91
부동/NNG,10,4,20
적/NNG,14,2,4
넓/VA,7,2,3
확연히/MAG,1,0,1
너무/MAG,11,3,18
련정/NNG,1,0,0
책/NNG,18,6,16
지켜봐/VV,1,0,1
실시/NNG,30,21,79
경영/NNG,12,3,15
신용등급/NNG,29,25,64
자금사정/NNG,138,29,118
여수신/NNG,18,5,34
보인다면서/VV,2,2,3
기업/NNG;자금/NNG;조달/NNG;여건/NNG;악화/NNG,0,0,3
자본/NNG;유출/NNG;가능성/NNG;우려/NNG,0,0,1
가계/NNG;대출/NNG;연체율/NNG;상승/NNG,0,0,3
실물/NNG;경제/NNG;회복/NNG;지연/NNG,0,0,1
가계/NNG;부채/NNG;질적/VAX;개선/NNG,0,0,2
고정/NNG;금리/NNG;대출/NNG;확대/NNG,0,1,2
가계/NNG;부채/NNG;부담/NNG;증가/NNG,1,0,2
가계/NNG;부채/NNG;증가/NNG;확대/NNG,0,0,1
가계/NNG;대출/NNG;연체율/NNG;낮/VA,2,1,5
수익성/NNG;개선/NNG;긍정적/VAX,0,0,1
기업/NNG;자금사정/NNG;악화/NNG,2,1,4
회사채/NNG;시장/NNG;긍정적/VAX,0,0,1
대외/NNG;신인도/NNG;저하/NNG,0,0,1
회사채/NNG;시장/NNG;위축/NNG,2,2,3
실물/NNG;경제/NNG;위축/NNG,1,0,3
금리/NNG;인상/NNG;우려/NNG,0,0,1
실물/NNG;경제/NNG;성장/NNG,0,0,1
경제/NNG;성장/NNG;견조/NNG,0,0,1
은행/NNG;부실/NNG;우려/NNG,1,0,2
원화/NNG;환율/NNG;급등/NNG,0,1,2
자본/NNG;유입/NNG;억제/NNG,0,0,3
채권/NNG;가격/NNG;하락/NNG,1,0,1
유출/NNG;압력/NNG;완화/NNG,0,0,1
대출/NNG;수요/NNG;확대/NNG,0,0,3
대출/NNG;수요/NNG;억제/NNG,1,0,1
기간프리미엄/NNG;마이너스/NNG,0,0,2
유출/NNG;압력/NNG;높/VA,0,0,3
부도/NNG;확률/NNG;높/VA,0,0,1
디레버리징/NNG;가속/NNG,0,0,1
통화정책/NNG;부정적/VAX,0,0,1
마이너스/NNG;벗어나/VV,0,0,1
유동성/NNG;확대/NNG,0,0,2
금리갭/NNG;축소/NNG,1,0,3
긴축/NNG;효과/NNG,1,0,3
정치/NNG;불안/NNG,1,0,1
불안/NNG;과도/NNG,0,0,2
